4,The Twist,,,,,,,,,,
4, 8_maj , 6_maj , 1_maj , 1_maj ,,,,,,,
4, 1_maj , 1_maj , 10_min , 10_min , 10_min , 10_min ,,,,,
4, 1_maj , 1_maj , 1_maj , 10_min , 10_min , 10_min ,,,,,
4, 6_maj , 6_maj , 1_maj , 1_maj ,,,,,,,
4, 1_maj , 1_maj , 10_min , 10_min ,,,,,,,
4, 6_maj , 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,
4, 1_maj , 1_maj , 10_min , 10_min , 10_min , 10_min ,,,,,
4, 1_maj , 1_maj , 1_maj , 10_min , 10_min , 10_min ,,,,,
4, 6_maj , 6_maj , 1_maj , 1_maj ,,,,,,,
4, 1_maj , 1_maj , 10_min , 10_min ,,,,,,,
4, 6_maj , 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,
4, 1_maj , 1_maj , 10_min , 10_min , 10_min , 10_min ,,,,,
4, 1_maj , 1_maj , 1_maj , 10_min , 10_min , 10_min , 10_min ,,,,
4, 6_maj , 6_maj , 1_maj , 1_maj ,,,,,,,
4, 1_maj , 1_maj , 10_min , 10_min ,,,,,,,
4, 6_maj , 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,
4, 1_maj , 1_maj , 10_min , 10_min , 10_min , 10_min ,,,,,
4, 1_maj , 1_maj , 1_maj , 10_min , 10_min , 10_min ,,,,,
4, 6_maj , 6_maj , 1_maj , 1_maj ,,,,,,,
4, 1_maj , 1_maj , 10_min , 10_min ,,,,,,,
4, 6_maj , 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,
4, 1_maj , 1_maj , 10_min , 10_min , 10_min , 10_min ,,,,,
4, 1_maj , 1_maj , 1_maj , 10_min , 10_min , 10_min ,,,,,
4, 6_maj , 6_maj , 1_maj , 1_maj ,,,,,,,
4, 1_maj , 1_maj , 10_min , 10_min ,,,,,,,
4, 6_maj , 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,
4, 1_maj , 1_maj , 10_min , 10_min , 10_min , 10_min ,,,,,
4, 1_maj , 1_maj , 1_maj , 10_min , 10_min , 10_min ,,,,,
4, 6_maj , 6_maj , 1_maj , 1_maj ,,,,,,,
4, 1_maj , 1_maj , 10_min , 10_min ,,,,,,,
4, 6_maj , 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,
4, 6_maj , 6_maj , 1_maj , 1_maj ,,,,,,,
4, 1_maj , 1_maj , 10_min , 10_min ,,,,,,,
4, 6_maj , 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,
4, 10_min , 10_min , 10_min , 10_min ,,,,,,,
4,0,,,,,,,,,,
4,0,,,,,,,,,,
4,Black Cars,,,,,,,,,,
4, 1_5 , 6_maj/5 , 1_5 , 6_maj/5 ,,,,,,,
4, 1_maj , 6_maj/5 . 6_sus4/5 6_maj/5 , 1_maj , 6_maj/5 . 6_sus4/5 6_maj/5 ,,,,,,,
4, 1_maj , 6_maj/5 , 11_maj/9 6_maj/5 , 1_maj ,,,,,,,
4, 1_maj , 6_maj/5 , 0:maj , 11_maj , 0:maj7 , 11_maj ,,,,,
4, 1_maj , 6_maj/5 . 6_sus4/5 6_maj/5 , 1_maj , 6_maj/5 . 6_sus4/5 6_maj/5 ,,,,,,,
4, 1_maj , 6_maj/5 , 11_maj/9 6_maj/5 , 1_maj ,,,,,,,
4, 1_maj , 6_maj/5 , 0:maj , 11_maj , 0:maj7 , 11_maj ,,,,,
4, N , N ,,,,,,,,,
4, 6_7 , 4_maj 8_maj ,,,,,,,,,
4, 1_maj , 6_maj/5 . 6_sus4/5 6_maj/5 , 1_maj , 6_maj/5 . 6_sus4/5 6_maj/5 ,,,,,,,
4, 4_maj , 4_maj , 6_maj , 6_maj 3_min ,,,,,,,
4, 4_maj , 4_maj , 0:maj , 4_maj/3 ,,,,,,,
4, 6_maj , 11_maj/5 . 11_sus4 11_maj , 6_maj , 11_maj/5 . 11_sus4 11_maj ,,,,,,,
4, 6_maj , 11_maj/5 . 11_sus4 11_maj , 6_maj , 11_maj/5 . 11_sus4 11_maj ,,,,,,,
4, 1_maj , 6_maj/5 , 11_maj/9 6_maj/5 , 1_maj ,,,,,,,
4, 1_maj , 6_maj/5 , 0:maj , 11_maj , 0:maj7 , 11_maj ,,,,,
4, N , N ,,,,,,,,,
4, 6_7 , 4_maj 8_maj ,,,,,,,,,
4, 1_maj , 6_maj/5 . 6_sus4/5 6_maj/5 , 1_maj , 6_maj/5 . 6_sus4/5 6_maj/5 ,,,,,,,
4, 6_7 , 4_maj 8_maj ,,,,,,,,,
4, 1_5 , 6_maj/5 , 1_5 , 6_maj/5 ,,,,,,,
4, 1_maj , 6_maj/5 . 6_sus4/5 6_maj/5 , 1_maj , 6_maj/5 . 6_sus4/5 6_maj/5 ,,,,,,,
4, 0:maj , 11_maj ,,,,,,,,,
4, 1_maj , 6_maj/5 . 6_sus4/5 6_maj/5 , 1_maj , 6_maj/5 . 6_sus4/5 6_maj/5 ,,,,,,,
4, 0:maj , 11_maj ,,,,,,,,,
4, 1_maj , 6_maj/5 . 6_sus4/5 6_maj/5 , 1_maj , 6_maj/5 . 6_sus4/5 6_maj/5 ,,,,,,,
4, 0:maj , 11_maj ,,,,,,,,,
4, 1_maj , 6_maj/5 . 6_sus4/5 6_maj/5 , 1_maj , 6_maj/5 . 6_sus4/5 6_maj/5 ,,,,,,,
4,0,,,,,,,,,,
4,0,,,,,,,,,,
4,Born To Be Wild,,,,,,,,,,
4, 1_maj , 1_maj , 1_maj , 1_maj ," x2, ",,,,,,
4, 1_maj , 1_7(#9) , 1_maj , 1_7(#9) , x2,,,,,,
4, 4_maj 6_maj , 1_maj , 4_maj 6_maj , 1_maj , x2,,,,,,
4, 1_maj , 1_7(#9) , 1_maj , 1_7(#9) , x2,,,,,,
4, 4_maj 6_maj , 1_maj , 4_maj 6_maj , 1_maj , x2,,,,,,
4, 1_maj , 1_maj , 4_maj , 4_maj ,,,,,,,
4, 6_maj , 4_maj , 1_maj , 1_maj ,,,,,,,
4, 1_maj , 11_maj , 1_maj , 11_maj ,,,,,,,
4, 1_maj , 11_maj , 1_maj , 11_maj ,,,,,,,
4, 1_maj , 1_maj , 1_maj , 1_maj ," x5, ",,,,,,
4, N , N ,,,,,,,,,
4, 1_maj , 1_7(#9) , 1_maj , 1_7(#9) , x2,,,,,,
4, 4_maj 6_maj , 1_maj , 4_maj 6_maj , 1_maj , x2,,,,,,
4, 1_maj , 1_maj , 4_maj , 4_maj ,,,,,,,
4, 6_maj , 4_maj , 1_maj , 1_maj ,,,,,,,
4, 1_maj , 11_maj , 1_maj , 11_maj ,,,,,,,
4, 1_maj , 11_maj , 1_maj , 11_maj ,,,,,,,
4, 1_maj , 1_maj , 1_maj , 1_maj , x2,,,,,,
4, 1_maj , 1_maj , 1_maj , 1_maj ," x2, fadeout",,,,,,
4,0,,,,,,,,,,
4,0,,,,,,,,,,
4,Brandy,,,,,,,,,,
4, 10_min , 6_maj , 10_min , 6_maj ,,,,,,,
4, 1_maj/5 , 8_maj , 6_maj 1_maj/3 ," 3_min 8_sus4(b7,9) ",,,,,,,
4, 1_maj 1_maj/3 , 6_maj 10_min , 3_min 6_maj , 11_maj 6_maj ,,,,,,,
4, 1_maj 1_maj/3 , 6_maj 10_min , 3_min 6_maj , 1_maj ,,,,,,,
4, 1_maj 1_maj/3 , 6_maj 10_min , 3_min 6_maj , 11_maj 6_maj ,,,,,,,
4, 1_maj 1_maj/3 , 6_maj 10_min , 3_min 6_maj , 1_maj ,,,,,,,
4, 10_min , 6_maj , 10_min , 6_maj ,,,,,,,
4, 1_maj/5 , 8_maj , 6_maj 1_maj/3 ," 3_min 8_sus4(b7,9) ",,,,,,,
4, 1_maj 1_maj/3 , 6_maj 10_min , 3_min 6_maj , 11_maj 6_maj ,,,,,,,
4, 1_maj 1_maj/3 , 6_maj 10_min , 3_min 6_maj , 1_maj ,,,,,,,
4, 1_maj 1_maj/3 , 6_maj 10_min , 3_min 6_maj , 11_maj 6_maj ,,,,,,,
4, 1_maj 1_maj/3 , 6_maj 10_min , 3_min 6_maj , 1_maj ,,,,,,,
4, 10_min , 6_maj , 10_min , 6_maj ,,,,,,,
4, 1_maj/5 , 8_maj , 6_maj 1_maj/3 ," 3_min 8_sus4(b7,9) ",,,,,,,
4, 10_min , 10_min/b7 , 6_maj7 , 10_min/b7 ,,,,,,,
4, 10_min , 10_min/b7 , 6_maj7 , 10_min/b7 ,,,,,,,
4, 10_min , 11_maj7 , 10_min7 , 6_maj ,,,,,,,
4, 1_maj/5 , 8_maj , 6_maj 1_maj/3 ," 3_min 8_sus4(b7,9) ",,,,,,,
4, 1_maj 1_maj/3 , 6_maj 10_min , 3_min 6_maj , 11_maj 6_maj ,,,,,,,
4, 1_maj 1_maj/3 , 6_maj 10_min , 3_min 6_maj , 1_maj ,,,,,,,
4, 10_min , 6_maj , 10_min , 6_maj ,,,,,,,
4, 1_maj/5 , 8_maj , 6_maj 1_maj/3 ," 3_min 8_sus4(b7,9) ",,,,,,,
4, 10_min , 6_maj , 10_min , 6_maj ,,,,,,,
4, 1_maj/5 , 8_maj , 6_maj 1_maj/3 ," 3_min 8_sus4(b7,9) ", 10_min ,,,,,,
4,0,,,,,,,,,,
4,0,,,,,,,,,,
4,Brandy,,,,,,,,,,
4, 10_min , 6_maj , 10_min , 6_maj ,,,,,,,
4, 1_maj/5 , 8_maj , 6_maj 1_maj/3 ," 3_min 8_sus4(b7,9) ",,,,,,,
4, 1_maj 1_maj/3 , 6_maj 10_min , 3_min 6_maj , 11_maj 6_maj ,,,,,,,
4, 1_maj 1_maj/3 , 6_maj 10_min , 3_min 6_maj , 1_maj ,,,,,,,
4, 1_maj 1_maj/3 , 6_maj 10_min , 3_min 6_maj , 11_maj 6_maj ,,,,,,,
4, 1_maj 1_maj/3 , 6_maj 10_min , 3_min 6_maj , 1_maj ,,,,,,,
4, 10_min , 6_maj , 10_min , 6_maj ,,,,,,,
4, 1_maj/5 , 8_maj , 6_maj 1_maj/3 ," 3_min 8_sus4(b7,9) ",,,,,,,
4, 1_maj 1_maj/3 , 6_maj 10_min , 3_min 6_maj , 11_maj 6_maj ,,,,,,,
4, 1_maj 1_maj/3 , 6_maj 10_min , 3_min 6_maj , 1_maj ,,,,,,,
4, 1_maj 1_maj/3 , 6_maj 10_min , 3_min 6_maj , 11_maj 6_maj ,,,,,,,
4, 1_maj 1_maj/3 , 6_maj 10_min , 3_min 6_maj , 1_maj ,,,,,,,
4, 10_min , 6_maj , 10_min , 6_maj ,,,,,,,
4, 1_maj/5 , 8_maj , 6_maj 1_maj/3 ," 3_min 8_sus4(b7,9) ",,,,,,,
4, 10_min , 10_min/b7 , 6_maj7 , 10_min/b7 ,,,,,,,
4, 10_min , 10_min/b7 , 6_maj7 , 10_min/b7 ,,,,,,,
4, 10_min , 11_maj7 , 10_min7 , 6_maj ,,,,,,,
4, 1_maj/5 , 8_maj , 6_maj 1_maj/3 ," 3_min 8_sus4(b7,9) ",,,,,,,
4, 1_maj 1_maj/3 , 6_maj 10_min , 3_min 6_maj , 11_maj 6_maj ,,,,,,,
4, 1_maj 1_maj/3 , 6_maj 10_min , 3_min 6_maj , 1_maj ,,,,,,,
4, 10_min , 6_maj , 10_min , 6_maj ,,,,,,,
4, 1_maj/5 , 8_maj , 6_maj 1_maj/3 ," 3_min 8_sus4(b7,9) ",,,,,,,
4, 10_min , 6_maj , 10_min , 6_maj ,,,,,,,
4, 1_maj/5 , 8_maj , 6_maj 1_maj/3 ," 3_min 8_sus4(b7,9) ", 10_min ,,,,,,
4,0,,,,,,,,,,
4,0,,,,,,,,,,
4,Break It To Me Gently ,,,,,,,,,,
4, 1_maj 1_aug(7) , 6_maj , 6_min6 , 1_maj , 8_maj 6_maj 5_min 3_min ,,,,,,
4, 1_maj 1_aug , 6_maj7 6_min6 , 1_maj 5_7 , 10_7(b9) ,,,,,,,
4, 3_7 , 3_7 , 3_min7 , 8_maj 6_maj 5_min 3_min ,,,,,,,
4, 1_maj 1_aug , 6_maj7 6_min6 , 1_maj 5_7 , 10_7(b9) ,,,,,,,
4, 3_7 , 3_7 , 3_min7 , 8_maj 6_maj 5_min 3_min ,,,,,,,
4, 6_maj , 5_min , 3_min7 8_maj , 1_maj7 1_7 ,,,,,,,
4, 6_maj , 5_min7 10_7 , 3_7 , 8_maj 6_maj 5_min 3_min ,,,,,,,
4, 1_maj 1_aug , 6_maj7 6_min6 , 1_maj 5_7 , 10_7(b9) ,,,,,,,
4, 3_7 , 3_7 , 3_min7 8_7 , 1_maj 1_aug(b7) ,,,,,,,
4,Bust A Move,,,,,,,,,,
4, 1_1 , 6_1 ,,,,,,,,,
4, 1_1 , 6_1 ,,,,,,,,,
4, 1_1 , 6_1 ,,,,,,,,,
4, 1_1 , 6_1 ,,,,,,,,,
4, 1_1 , 6_1 ,,,,,,,,,
4, 1_1 , 6_1 ,,,,,,,,,
4, 1_1 , 6_1 ,,,,,,,,,
4, 1_1 , 6_1 ,,,,,,,,,
4, 1_1 4_1 , 6_1 ,,,,,,,,,
4, 1_1 4_1 , 6_1 ,,,,,,,,,
4, 1_1 4_1 , 6_1 ,,,,,,,,,
4, 1_1 4_1 , 6_1 ,,,,,,,,,
4, 1_1 4_1 , 6_1 ,,,,,,,,,
4, 1_1 4_1 , 6_1 ,,,,,,,,,
4, 1_1 4_1 , 6_1 ,,,,,,,,,
4, 1_1 4_1 , 6_1 ,,,,,,,,,
4, 1_1 , 6_1 ,,,,,,,,,
4, 1_1 , 6_1 ,,,,,,,,,
4, 1_1 , 6_1 ,,,,,,,,,
4, 1_1 , 6_1 ,,,,,,,,,
4, 1_1 4_1 , 6_1 ,,,,,,,,,
4, 1_1 4_1 , 6_1 ,,,,,,,,,
4, 1_1 4_1 , 6_1 ,,,,,,,,,
4, 1_1 4_1 , 6_1 ,,,,,,,,,
4, 1_1 , 6_1 ,,,,,,,,,
4, 1_1 , 6_1 ,,,,,,,,,
4, 1_1 , 6_1 ,,,,,,,,,
4, 1_1 , 6_1 ,,,,,,,,,
4, 1_1 4_1 , 6_1 ,,,,,,,,,
4, 1_1 4_1 , 6_1 ,,,,,,,,,
4, 1_1 4_1 , 6_1 ,,,,,,,,,
4, 1_1 4_1 , 6_1 ,,,,,,,,,
4, 1_1 , 6_1 ,,,,,,,,,
4, 1_1 , 6_1 ,,,,,,,,,
4, 1_1 , 6_1 ,,,,,,,,,
4, 1_1 , N ,,,,,,,,,
4, 1_1 4_1 , 6_1 ,,,,,,,,,
4, 1_1 4_1 , 6_1 ,,,,,,,,,
4, 1_1 4_1 , 6_1 ,,,,,,,,,
4, 1_1 4_1 , 6_1 ,,,,,,,,,
4, N , N , N , N ,,,,,,,
4, N , N , N , N ,,,,,,,
4, 1_1 4_1 , 6_1 ,,,,,,,,,
4, 1_1 4_1 , 6_1 ,,,,,,,,,
4, 1_1 4_1 , 6_1 ,,,,,,,,,
4, 1_1 4_1 , 6_1 ,,,,,,,,,
4, 1_1 , 6_1 ,,,,,,,,,
4, 1_1 , 6_1 ,,,,,,,,,
4, 1_1 , 6_1 ,,,,,,,,,
4, 1_1 , 6_1 ,,,,,,,,,
4, 1_1 4_1 , 6_1 ,,,,,,,,,
4, 1_1 4_1 , 6_1 ,,,,,,,,,
4, 1_1 4_1 , 6_1 ,,,,,,,,,
4, 1_1 4_1 , 6_1 ,,,,,,,,,
4, 1_1 4_1 , 6_1 ,,,,,,,,,
4, 1_1 4_1 , 6_1 ,,,,,,,,,
4, 1_1 4_1 , 6_1 ,,,,,,,,,
4, 1_1 4_1 , 6_1 ,,,,,,,,,
4, 1_1 4_1 , 6_1 ,,,,,,,,,
4, 1_1 4_1 , 6_1 ,,,,,,,,,
4, 1_1 4_1 , 6_1 ,,,,,,,,,
4, 1_1 4_1 , 6_1 ,,,,,,,,,
4, 1_1 ,,,,,,,,,,
4,0,,,,,,,,,,
4,0,,,,,,,,,,
4,Carry Me,,,,,,,,,,
4, 1_maj , 1_maj6 , 8_min7/11 , 1_maj ,,,,,,,
4, 1_maj , 1_maj6 , 8_min7/11 , 1_maj ,,,,,,,
4, 1_maj , 8_maj , 6_maj , 10_min7 10_sus2(b7) ,,,,,,,
4, 1_maj , 8_maj , 6_maj , 10_min7 6_maj6 ,,,,,,,
4, 1_maj , 8_maj , 6_maj , 10_min7 6_maj6 ,,,,,,,
4, 1_maj , 8_maj , 6_maj , 10_min7 6_maj7 ,,,,,,,
4, 1_maj , 1_maj6 , 8_min7/11 , 1_maj ,,,,,,,
4, 1_maj , 1_maj6 , 8_min7/11 , 1_maj ,,,,,,,
4, 1_maj , 8_maj , 6_maj , 10_min7 10_sus2(b7) ,,,,,,,
4, 1_maj , 8_maj , 6_maj , 10_min7 6_maj6 ,,,,,,,
4, 1_maj , 8_maj , 6_maj , 10_min7 8_7 ,,,,,,,
4, 1_maj , 8_maj , 6_maj , 10_min7 6_maj7 ,,,,,,,
4, 1_maj , 1_maj6 , 8_min7/11 , 1_maj ,,,,,,,
4, 1_maj , 1_maj6 , 8_min7/11 , 1_maj ,,,,,,,
4, 1_maj , 8_maj , 6_maj , 10_min7 10_sus2(b7) ,,,,,,,
4, 1_maj , 8_maj , 6_maj , 10_min7 6_maj6(9) ,,,,,,,
4, 1_maj , 8_maj , 6_maj , 10_min7 6_maj ,,,,,,,
4, 1_maj , 8_maj , 6_maj , 10_min7 6_maj7 ,,,,,,,
4, 1_maj , 1_maj6 , 8_min7/11 , 1_maj ,,,,,,,
4, 1_maj , 1_maj6 , 8_min7/11 6_maj6(9) , 8_min7/11 6_maj6(9) ,,,,,,,
4, 8_min7/11 6_maj6(9) , 1_maj ,,,,,,,,,
4,0,,,,,,,,,,
4,0,,,,,,,,,,
4,Cruisin',,,,,,,,,,
4, 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,,
4, 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
4, 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
4, 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
4, 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
4, 1_maj , 6_maj , 11_maj 8_7 , 1_maj ,,,,,,,
4, 1_maj , 6_maj , 11_maj 8_7 , 1_maj ,,,,,,,
4, 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
4, 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
4, 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
4, 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
4, 1_maj , 6_maj , 11_maj 8_7 , 1_maj ,,,,,,,
4, 1_maj , 6_maj , 11_maj 8_7 , 1_maj ,,,,,,,
4, 1_maj , 1_maj ,,,,,,,,,
4, 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
4, 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
4, 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
4, 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
4, 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
4, 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
4, 1_maj , 6_maj , 11_maj 8_7 , 1_maj ,,,,,,,
4, 1_maj , 6_maj , 11_maj 8_7 , 1_maj ,,,,,,,
4, 1_maj , 6_maj , 11_maj 8_7 , 1_maj ,,,,,,,
4, 1_maj , 6_maj , 11_maj 8_7 , 1_maj ,,,,,,,
4,0,,,,,,,,,,
4,0,,,,,,,,,,
4,Cruisin',,,,,,,,,,
4, 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,,
4, 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
4, 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
4, 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
4, 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
4, 1_maj , 6_maj , 11_maj 8_7 , 1_maj ,,,,,,,
4, 1_maj , 6_maj , 11_maj 8_7 , 1_maj ,,,,,,,
4, 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
4, 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
4, 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
4, 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
4, 1_maj , 6_maj , 11_maj 8_7 , 1_maj ,,,,,,,
4, 1_maj , 6_maj , 11_maj 8_7 , 1_maj ,,,,,,,
4, 1_maj , 1_maj ,,,,,,,,,
4, 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
4, 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
4, 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
4, 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
4, 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
4, 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
4, 1_maj , 6_maj , 11_maj 8_7 , 1_maj ,,,,,,,
4, 1_maj , 6_maj , 11_maj 8_7 , 1_maj ,,,,,,,
4, 1_maj , 6_maj , 11_maj 8_7 , 1_maj ,,,,,,,
4, 1_maj , 6_maj , 11_maj 8_7 , 1_maj ,,,,,,,
4,0,,,,,,,,,,
4,0,,,,,,,,,,
4,Cruisin',,,,,,,,,,
4, 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,,
4, 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
4, 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
4, 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
4, 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
4, 1_maj , 6_maj , 11_maj 8_7 , 1_maj ,,,,,,,
4, 1_maj , 6_maj , 11_maj 8_7 , 1_maj ,,,,,,,
4, 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
4, 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
4, 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
4, 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
4, 1_maj , 6_maj , 11_maj 8_7 , 1_maj ,,,,,,,
4, 1_maj , 6_maj , 11_maj 8_7 , 1_maj ,,,,,,,
4, 1_maj , 1_maj ,,,,,,,,,
4, 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
4, 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
4, 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
4, 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
4, 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
4, 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
4, 1_maj , 6_maj , 11_maj 8_7 , 1_maj ,,,,,,,
4, 1_maj , 6_maj , 11_maj 8_7 , 1_maj ,,,,,,,
4, 1_maj , 6_maj , 11_maj 8_7 , 1_maj ,,,,,,,
4, 1_maj , 6_maj , 11_maj 8_7 , 1_maj ,,,,,,,
4,0,,,,,,,,,,
4,0,,,,,,,,,,
4,Daddy's Home,,,,,,,,,,
4, 1_maj 10_min7 , 3_min7 8_7 , 1_maj 2_maj , 1_maj . 3_min7 8_7 ,,,,,,,
4, 1_maj7 10_min7 , 3_min7 8_7 , x4,,,,,,,,
4, 1_maj7 10_min7 , 3_min7 8_7 , x3,,,,,,,,
4, 1_maj 2_maj , 1_7 ,,,,,,,,,
4, 6_maj 8_7 , 1_maj7 , x2,,,,,,,,
4, 6_maj 8_7 , 1_maj7 1_maj/7 10_min . ,,,,,,,,,
4, 3_7 3_7/b7 3_7/13 3_7/5 , 8_7 8_7/b7 8_7/13 8_7/5 ,,,,,,,,,
4, 1_maj7 10_min7 , 3_min7 8_7 , x3,,,,,,,,
4, 1_maj7 10_min7 , 3_min7 . 8_9 8_7(b9) , &pause ,,,,,,,,
4, 1_maj7 ,,,,,,,,,,
4,0,,,,,,,,,,
4,0,,,,,,,,,,
4,Detroit City,,,,,,,,,,
4, 1_1 , 2_1 , 3_1 , 2_1 , 1_maj , 1_maj ,,,,,
4, 1_maj , 1_7 , 6_maj , 6_maj ,,,,,,,
4, 1_maj , 8_maj , 1_maj , 1_maj ,,,,,,,
4, 1_maj , 8_maj , 1_maj , 1_maj ,,,,,,,
4, 8_maj , 8_maj , 1_maj , 1_7 ,,,,,,,
4, 6_maj , 6_maj , 1_maj , 1_maj ,,,,,,,
4, 3_maj , 3_maj , 8_maj , 8_maj ,,,,,,,
4, 1_maj , 1_7 , 6_maj , 6_maj ,,,,,,,
4, 1_maj , 8_maj ,,,,,,,,,
4, 1_1 , 2_1 , 3_1 , 2_1 ,,,,,,,
4, 8_maj , 8_maj ,,,,,,,,,
4, 8_maj , 3_maj , 8_maj , 8_maj ,,,,,,,
4, 3_maj , 3_maj , 8_maj , 8_maj ,,,,,,,
4, 1_maj , 1_maj , 8_maj , 8_maj ,,,,,,,
4, 10_maj , 10_maj , 3_maj , 3_maj ,,,,,,,
4, 8_maj , 3_maj , 8_maj , 8_maj ,,,,,,,
4, 3_maj , 3_maj , 8_maj , 8_maj ,,,,,,,
4, 1_maj , 1_maj , 8_maj , 8_maj ,,,,,,,
4, 10_maj , 10_maj , 3_maj , 3_maj ,,,,,,,
4, 8_maj , 8_maj , 1_maj , 1_maj ,,,,,,,
4, 8_maj , 3_maj , 3_1 , 2_1 , 1_maj ,,,,,,
4,0,,,,,,,,,,
4,0,,,,,,,,,,
4,Do You Want To Know A Secret,,,,,,,,,,
4, 1_min , 3_hdim7 1_min , 1_min , 1_min , 6_maj 8_maj , 8_13 ,,,,,
4, 1_maj . 5_min 4_min , 3_min 8_7 , 1_maj . 5_min 4_min , 3_min 8_7 ,,,,,,,
4, 1_maj . 5_min 4_min , 3_min 8_7(b9)/b9 ,,,,,,,,,
4, 1_maj . 5_min 4_min , 3_min 8_7 , 1_maj . 5_min 4_min , 3_min 8_7 ,,,,,,,
4, 6_maj , 8_maj ,,,,,,,,,
4, 10_min , 6_maj 8_maj ,,,,,,,,,
4, 1_maj . 5_min 4_min , 3_min 8_7 , 1_maj . 5_min 4_min , 3_min 8_7 ,,,,,,,
4, 1_maj . 5_min 4_min , 3_min 8_7(b9)/b9 ,,,,,,,,,
4, 1_maj . 5_min 4_min , 3_min 8_7 , 1_maj . 5_min 4_min , 3_min 8_7 ,,,,,,,
4, 6_maj , 8_maj ,,,,,,,,,
4, 10_min , 6_maj 8_maj ,,,,,,,,,
4, 6_maj 3_min , 10_min 8_min , 6_maj 3_min , 10_min 8_min ,,,,,,,
4, 3_min , 8_7 ,,,,,,,,,
4, 1_maj . 5_min 4_min , 3_min 8_7 , 1_maj . 5_min 4_min , 3_min 8_7 ,,,,,,,
4, 1_maj . 5_min 4_min , 3_min 8_7(b9)/b9 ,,,,,,,,,
4, 1_maj . 5_min 4_min , 3_min 8_7 , 1_maj . 5_min 4_min , 3_min 8_7 ,,,,,,,
4, 6_maj , 8_maj ,,,,,,,,,
4, 10_min , 6_maj 8_maj ,,,,,,,,,
4, 10_min , 6_maj 8_maj ,,,,,,,,,
4, 10_min , 6_maj 8_maj ,,,,,,,,,
4,0,,,,,,,,,,
4,0,,,,,,,,,,
4,Don't Talk To Strangers,,,,,,,,,,
4, (2/4) 4_min ,,,,,,,,,,
4," 10_1 10_sus4(b7,9) 10_min7 . "," 5_min7 8_sus4(b7,9) "," 10_1 10_sus4(b7,9) 10_min7 . "," 5_min7 8_sus4(b7,9) ",,,,,,,
