The Twist,,,,,,,,,,
 8_maj , 6_maj , 1_maj , 1_maj ,,,,,,,
 6_maj , 6_maj , 1_maj , 1_maj ,,,,,,,
 1_maj , 1_maj , 10_min , 10_min ,,,,,,,
 6_maj , 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,
 1_maj , 1_maj , 10_min , 10_min , 10_min , 10_min ,,,,,
 1_maj , 1_maj , 1_maj , 10_min , 10_min , 10_min ,,,,,
 6_maj , 6_maj , 1_maj , 1_maj ,,,,,,,
 1_maj , 1_maj , 10_min , 10_min ,,,,,,,
 6_maj , 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,
 6_maj , 6_maj , 1_maj , 1_maj ,,,,,,,
 1_maj , 1_maj , 10_min , 10_min ,,,,,,,
 6_maj , 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,
 10_min , 10_min , 10_min , 10_min ,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Black Cars,,,,,,,,,,
 1_5 , 6_maj/5 , 1_5 , 6_maj/5 ,,,,,,,
 1_maj , 6_maj/5 . 6_sus4/5 6_maj/5 , 1_maj , 6_maj/5 . 6_sus4/5 6_maj/5 ,,,,,,,
 1_maj , 6_maj/5 , 11_maj/9 6_maj/5 , 1_maj ,,,,,,,
 1_maj , 6_maj/5 , 0:maj , 11_maj , 0:maj7 , 11_maj ,,,,,
 1_maj , 6_maj/5 . 6_sus4/5 6_maj/5 , 1_maj , 6_maj/5 . 6_sus4/5 6_maj/5 ,,,,,,,
 1_maj , 6_maj/5 , 11_maj/9 6_maj/5 , 1_maj ,,,,,,,
 1_maj , 6_maj/5 , 0:maj , 11_maj , 0:maj7 , 11_maj ,,,,,
 N , N ,,,,,,,,,
 6_7 , 4_maj 8_maj ,,,,,,,,,
 1_maj , 6_maj/5 . 6_sus4/5 6_maj/5 , 1_maj , 6_maj/5 . 6_sus4/5 6_maj/5 ,,,,,,,
 4_maj , 4_maj , 6_maj , 6_maj 3_min ,,,,,,,
 4_maj , 4_maj , 0:maj , 4_maj/3 ,,,,,,,
 6_maj , 11_maj/5 . 11_sus4 11_maj , 6_maj , 11_maj/5 . 11_sus4 11_maj ,,,,,,,
 6_maj , 11_maj/5 . 11_sus4 11_maj , 6_maj , 11_maj/5 . 11_sus4 11_maj ,,,,,,,
 1_maj , 6_maj/5 , 11_maj/9 6_maj/5 , 1_maj ,,,,,,,
 1_maj , 6_maj/5 , 0:maj , 11_maj , 0:maj7 , 11_maj ,,,,,
 N , N ,,,,,,,,,
 6_7 , 4_maj 8_maj ,,,,,,,,,
 1_maj , 6_maj/5 . 6_sus4/5 6_maj/5 , 1_maj , 6_maj/5 . 6_sus4/5 6_maj/5 ,,,,,,,
 6_7 , 4_maj 8_maj ,,,,,,,,,
 1_5 , 6_maj/5 , 1_5 , 6_maj/5 ,,,,,,,
 1_maj , 6_maj/5 . 6_sus4/5 6_maj/5 , 1_maj , 6_maj/5 . 6_sus4/5 6_maj/5 ,,,,,,,
 0:maj , 11_maj ,,,,,,,,,
 1_maj , 6_maj/5 . 6_sus4/5 6_maj/5 , 1_maj , 6_maj/5 . 6_sus4/5 6_maj/5 ,,,,,,,
 0:maj , 11_maj ,,,,,,,,,
 1_maj , 6_maj/5 . 6_sus4/5 6_maj/5 , 1_maj , 6_maj/5 . 6_sus4/5 6_maj/5 ,,,,,,,
 0:maj , 11_maj ,,,,,,,,,
 1_maj , 6_maj/5 . 6_sus4/5 6_maj/5 , 1_maj , 6_maj/5 . 6_sus4/5 6_maj/5 ,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Born To Be Wild,,,,,,,,,,
 1_maj , 1_maj , 1_maj , 1_maj ," x2, ",,,,,,
 1_maj , 1_7(#9) , 1_maj , 1_7(#9) , x2,,,,,,
 4_maj 6_maj , 1_maj , 4_maj 6_maj , 1_maj , x2,,,,,,
 1_maj , 1_7(#9) , 1_maj , 1_7(#9) , x2,,,,,,
 4_maj 6_maj , 1_maj , 4_maj 6_maj , 1_maj , x2,,,,,,
 1_maj , 1_maj , 4_maj , 4_maj ,,,,,,,
 6_maj , 4_maj , 1_maj , 1_maj ,,,,,,,
 1_maj , 11_maj , 1_maj , 11_maj ,,,,,,,
 1_maj , 11_maj , 1_maj , 11_maj ,,,,,,,
 1_maj , 1_maj , 1_maj , 1_maj ," x5, ",,,,,,
 N , N ,,,,,,,,,
 1_maj , 1_7(#9) , 1_maj , 1_7(#9) , x2,,,,,,
 4_maj 6_maj , 1_maj , 4_maj 6_maj , 1_maj , x2,,,,,,
 1_maj , 1_maj , 4_maj , 4_maj ,,,,,,,
 6_maj , 4_maj , 1_maj , 1_maj ,,,,,,,
 1_maj , 11_maj , 1_maj , 11_maj ,,,,,,,
 1_maj , 11_maj , 1_maj , 11_maj ,,,,,,,
 1_maj , 1_maj , 1_maj , 1_maj , x2,,,,,,
 1_maj , 1_maj , 1_maj , 1_maj ," x2, fadeout",,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Brandy,,,,,,,,,,
 10_min , 6_maj , 10_min , 6_maj ,,,,,,,
 1_maj/5 , 8_maj , 6_maj 1_maj/3 ," 3_min 8_sus4(b7,9) ",,,,,,,
 1_maj 1_maj/3 , 6_maj 10_min , 3_min 6_maj , 11_maj 6_maj ,,,,,,,
 1_maj 1_maj/3 , 6_maj 10_min , 3_min 6_maj , 1_maj ,,,,,,,
 1_maj 1_maj/3 , 6_maj 10_min , 3_min 6_maj , 11_maj 6_maj ,,,,,,,
 1_maj 1_maj/3 , 6_maj 10_min , 3_min 6_maj , 1_maj ,,,,,,,
 10_min , 6_maj , 10_min , 6_maj ,,,,,,,
 1_maj/5 , 8_maj , 6_maj 1_maj/3 ," 3_min 8_sus4(b7,9) ",,,,,,,
 1_maj 1_maj/3 , 6_maj 10_min , 3_min 6_maj , 11_maj 6_maj ,,,,,,,
 1_maj 1_maj/3 , 6_maj 10_min , 3_min 6_maj , 1_maj ,,,,,,,
 1_maj 1_maj/3 , 6_maj 10_min , 3_min 6_maj , 11_maj 6_maj ,,,,,,,
 1_maj 1_maj/3 , 6_maj 10_min , 3_min 6_maj , 1_maj ,,,,,,,
 10_min , 6_maj , 10_min , 6_maj ,,,,,,,
 1_maj/5 , 8_maj , 6_maj 1_maj/3 ," 3_min 8_sus4(b7,9) ",,,,,,,
 10_min , 10_min/b7 , 6_maj7 , 10_min/b7 ,,,,,,,
 10_min , 10_min/b7 , 6_maj7 , 10_min/b7 ,,,,,,,
 10_min , 11_maj7 , 10_min7 , 6_maj ,,,,,,,
 1_maj/5 , 8_maj , 6_maj 1_maj/3 ," 3_min 8_sus4(b7,9) ",,,,,,,
 1_maj 1_maj/3 , 6_maj 10_min , 3_min 6_maj , 11_maj 6_maj ,,,,,,,
 1_maj 1_maj/3 , 6_maj 10_min , 3_min 6_maj , 1_maj ,,,,,,,
 10_min , 6_maj , 10_min , 6_maj ,,,,,,,
 1_maj/5 , 8_maj , 6_maj 1_maj/3 ," 3_min 8_sus4(b7,9) ",,,,,,,
 10_min , 6_maj , 10_min , 6_maj ,,,,,,,
 1_maj/5 , 8_maj , 6_maj 1_maj/3 ," 3_min 8_sus4(b7,9) ", 10_min ,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Brandy,,,,,,,,,,
 10_min , 6_maj , 10_min , 6_maj ,,,,,,,
 1_maj/5 , 8_maj , 6_maj 1_maj/3 ," 3_min 8_sus4(b7,9) ",,,,,,,
 1_maj 1_maj/3 , 6_maj 10_min , 3_min 6_maj , 11_maj 6_maj ,,,,,,,
 1_maj 1_maj/3 , 6_maj 10_min , 3_min 6_maj , 1_maj ,,,,,,,
 1_maj 1_maj/3 , 6_maj 10_min , 3_min 6_maj , 11_maj 6_maj ,,,,,,,
 1_maj 1_maj/3 , 6_maj 10_min , 3_min 6_maj , 1_maj ,,,,,,,
 10_min , 6_maj , 10_min , 6_maj ,,,,,,,
 1_maj/5 , 8_maj , 6_maj 1_maj/3 ," 3_min 8_sus4(b7,9) ",,,,,,,
 1_maj 1_maj/3 , 6_maj 10_min , 3_min 6_maj , 11_maj 6_maj ,,,,,,,
 1_maj 1_maj/3 , 6_maj 10_min , 3_min 6_maj , 1_maj ,,,,,,,
 1_maj 1_maj/3 , 6_maj 10_min , 3_min 6_maj , 11_maj 6_maj ,,,,,,,
 1_maj 1_maj/3 , 6_maj 10_min , 3_min 6_maj , 1_maj ,,,,,,,
 10_min , 6_maj , 10_min , 6_maj ,,,,,,,
 1_maj/5 , 8_maj , 6_maj 1_maj/3 ," 3_min 8_sus4(b7,9) ",,,,,,,
 10_min , 10_min/b7 , 6_maj7 , 10_min/b7 ,,,,,,,
 10_min , 10_min/b7 , 6_maj7 , 10_min/b7 ,,,,,,,
 10_min , 11_maj7 , 10_min7 , 6_maj ,,,,,,,
 1_maj/5 , 8_maj , 6_maj 1_maj/3 ," 3_min 8_sus4(b7,9) ",,,,,,,
 1_maj 1_maj/3 , 6_maj 10_min , 3_min 6_maj , 11_maj 6_maj ,,,,,,,
 1_maj 1_maj/3 , 6_maj 10_min , 3_min 6_maj , 1_maj ,,,,,,,
 10_min , 6_maj , 10_min , 6_maj ,,,,,,,
 1_maj/5 , 8_maj , 6_maj 1_maj/3 ," 3_min 8_sus4(b7,9) ",,,,,,,
 10_min , 6_maj , 10_min , 6_maj ,,,,,,,
 1_maj/5 , 8_maj , 6_maj 1_maj/3 ," 3_min 8_sus4(b7,9) ", 10_min ,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Break It To Me Gently ,,,,,,,,,,
 1_maj 1_aug(7) , 6_maj , 6_min6 , 1_maj , 8_maj 6_maj 5_min 3_min ,,,,,,
 1_maj 1_aug , 6_maj7 6_min6 , 1_maj 5_7 , 10_7(b9) ,,,,,,,
 3_7 , 3_7 , 3_min7 , 8_maj 6_maj 5_min 3_min ,,,,,,,
 1_maj 1_aug , 6_maj7 6_min6 , 1_maj 5_7 , 10_7(b9) ,,,,,,,
 3_7 , 3_7 , 3_min7 , 8_maj 6_maj 5_min 3_min ,,,,,,,
 6_maj , 5_min , 3_min7 8_maj , 1_maj7 1_7 ,,,,,,,
 6_maj , 5_min7 10_7 , 3_7 , 8_maj 6_maj 5_min 3_min ,,,,,,,
 1_maj 1_aug , 6_maj7 6_min6 , 1_maj 5_7 , 10_7(b9) ,,,,,,,
 3_7 , 3_7 , 3_min7 8_7 , 1_maj 1_aug(b7) ,,,,,,,
Bust A Move,,,,,,,,,,
 1_1 , 6_1 ,,,,,,,,,
 1_1 , 6_1 ,,,,,,,,,
 1_1 , 6_1 ,,,,,,,,,
 1_1 , 6_1 ,,,,,,,,,
 1_1 , 6_1 ,,,,,,,,,
 1_1 , 6_1 ,,,,,,,,,
 1_1 , 6_1 ,,,,,,,,,
 1_1 , 6_1 ,,,,,,,,,
 1_1 4_1 , 6_1 ,,,,,,,,,
 1_1 4_1 , 6_1 ,,,,,,,,,
 1_1 4_1 , 6_1 ,,,,,,,,,
 1_1 4_1 , 6_1 ,,,,,,,,,
 1_1 4_1 , 6_1 ,,,,,,,,,
 1_1 4_1 , 6_1 ,,,,,,,,,
 1_1 4_1 , 6_1 ,,,,,,,,,
 1_1 4_1 , 6_1 ,,,,,,,,,
 1_1 , 6_1 ,,,,,,,,,
 1_1 , 6_1 ,,,,,,,,,
 1_1 , 6_1 ,,,,,,,,,
 1_1 , 6_1 ,,,,,,,,,
 1_1 4_1 , 6_1 ,,,,,,,,,
 1_1 4_1 , 6_1 ,,,,,,,,,
 1_1 4_1 , 6_1 ,,,,,,,,,
 1_1 4_1 , 6_1 ,,,,,,,,,
 1_1 , 6_1 ,,,,,,,,,
 1_1 , 6_1 ,,,,,,,,,
 1_1 , 6_1 ,,,,,,,,,
 1_1 , 6_1 ,,,,,,,,,
 1_1 4_1 , 6_1 ,,,,,,,,,
 1_1 4_1 , 6_1 ,,,,,,,,,
 1_1 4_1 , 6_1 ,,,,,,,,,
 1_1 4_1 , 6_1 ,,,,,,,,,
 1_1 , 6_1 ,,,,,,,,,
 1_1 , 6_1 ,,,,,,,,,
 1_1 , 6_1 ,,,,,,,,,
 1_1 , N ,,,,,,,,,
 1_1 4_1 , 6_1 ,,,,,,,,,
 1_1 4_1 , 6_1 ,,,,,,,,,
 1_1 4_1 , 6_1 ,,,,,,,,,
 1_1 4_1 , 6_1 ,,,,,,,,,
 N , N , N , N ,,,,,,,
 N , N , N , N ,,,,,,,
 1_1 4_1 , 6_1 ,,,,,,,,,
 1_1 4_1 , 6_1 ,,,,,,,,,
 1_1 4_1 , 6_1 ,,,,,,,,,
 1_1 4_1 , 6_1 ,,,,,,,,,
 1_1 , 6_1 ,,,,,,,,,
 1_1 , 6_1 ,,,,,,,,,
 1_1 , 6_1 ,,,,,,,,,
 1_1 , 6_1 ,,,,,,,,,
 1_1 4_1 , 6_1 ,,,,,,,,,
 1_1 4_1 , 6_1 ,,,,,,,,,
 1_1 4_1 , 6_1 ,,,,,,,,,
 1_1 4_1 , 6_1 ,,,,,,,,,
 1_1 4_1 , 6_1 ,,,,,,,,,
 1_1 4_1 , 6_1 ,,,,,,,,,
 1_1 4_1 , 6_1 ,,,,,,,,,
 1_1 4_1 , 6_1 ,,,,,,,,,
 1_1 4_1 , 6_1 ,,,,,,,,,
 1_1 4_1 , 6_1 ,,,,,,,,,
 1_1 4_1 , 6_1 ,,,,,,,,,
 1_1 4_1 , 6_1 ,,,,,,,,,
 1_1 ,,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Carry Me,,,,,,,,,,
 1_maj , 1_maj6 , 8_min7/11 , 1_maj ,,,,,,,
 1_maj , 1_maj6 , 8_min7/11 , 1_maj ,,,,,,,
 1_maj , 8_maj , 6_maj , 10_min7 10_sus2(b7) ,,,,,,,
 1_maj , 8_maj , 6_maj , 10_min7 6_maj6 ,,,,,,,
 1_maj , 8_maj , 6_maj , 10_min7 6_maj6 ,,,,,,,
 1_maj , 8_maj , 6_maj , 10_min7 6_maj7 ,,,,,,,
 1_maj , 1_maj6 , 8_min7/11 , 1_maj ,,,,,,,
 1_maj , 1_maj6 , 8_min7/11 , 1_maj ,,,,,,,
 1_maj , 8_maj , 6_maj , 10_min7 10_sus2(b7) ,,,,,,,
 1_maj , 8_maj , 6_maj , 10_min7 6_maj6 ,,,,,,,
 1_maj , 8_maj , 6_maj , 10_min7 8_7 ,,,,,,,
 1_maj , 8_maj , 6_maj , 10_min7 6_maj7 ,,,,,,,
 1_maj , 1_maj6 , 8_min7/11 , 1_maj ,,,,,,,
 1_maj , 1_maj6 , 8_min7/11 , 1_maj ,,,,,,,
 1_maj , 8_maj , 6_maj , 10_min7 10_sus2(b7) ,,,,,,,
 1_maj , 8_maj , 6_maj , 10_min7 6_maj6(9) ,,,,,,,
 1_maj , 8_maj , 6_maj , 10_min7 6_maj ,,,,,,,
 1_maj , 8_maj , 6_maj , 10_min7 6_maj7 ,,,,,,,
 1_maj , 1_maj6 , 8_min7/11 , 1_maj ,,,,,,,
 1_maj , 1_maj6 , 8_min7/11 6_maj6(9) , 8_min7/11 6_maj6(9) ,,,,,,,
 8_min7/11 6_maj6(9) , 1_maj ,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Cruisin',,,,,,,,,,
 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,,
 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
 1_maj , 6_maj , 11_maj 8_7 , 1_maj ,,,,,,,
 1_maj , 6_maj , 11_maj 8_7 , 1_maj ,,,,,,,
 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
 1_maj , 6_maj , 11_maj 8_7 , 1_maj ,,,,,,,
 1_maj , 6_maj , 11_maj 8_7 , 1_maj ,,,,,,,
 1_maj , 1_maj ,,,,,,,,,
 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
 1_maj , 6_maj , 11_maj 8_7 , 1_maj ,,,,,,,
 1_maj , 6_maj , 11_maj 8_7 , 1_maj ,,,,,,,
 1_maj , 6_maj , 11_maj 8_7 , 1_maj ,,,,,,,
 1_maj , 6_maj , 11_maj 8_7 , 1_maj ,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Cruisin',,,,,,,,,,
 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,,
 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
 1_maj , 6_maj , 11_maj 8_7 , 1_maj ,,,,,,,
 1_maj , 6_maj , 11_maj 8_7 , 1_maj ,,,,,,,
 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
 1_maj , 6_maj , 11_maj 8_7 , 1_maj ,,,,,,,
 1_maj , 6_maj , 11_maj 8_7 , 1_maj ,,,,,,,
 1_maj , 1_maj ,,,,,,,,,
 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
 1_maj , 6_maj , 11_maj 8_7 , 1_maj ,,,,,,,
 1_maj , 6_maj , 11_maj 8_7 , 1_maj ,,,,,,,
 1_maj , 6_maj , 11_maj 8_7 , 1_maj ,,,,,,,
 1_maj , 6_maj , 11_maj 8_7 , 1_maj ,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Cruisin',,,,,,,,,,
 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,,
 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
 1_maj , 6_maj , 11_maj 8_7 , 1_maj ,,,,,,,
 1_maj , 6_maj , 11_maj 8_7 , 1_maj ,,,,,,,
 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
 1_maj , 6_maj , 11_maj 8_7 , 1_maj ,,,,,,,
 1_maj , 6_maj , 11_maj 8_7 , 1_maj ,,,,,,,
 1_maj , 1_maj ,,,,,,,,,
 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
 1_maj , 3_min7 , 1_maj , 3_min7 ,,,,,,,
 1_maj , 6_maj , 11_maj 8_7 , 1_maj ,,,,,,,
 1_maj , 6_maj , 11_maj 8_7 , 1_maj ,,,,,,,
 1_maj , 6_maj , 11_maj 8_7 , 1_maj ,,,,,,,
 1_maj , 6_maj , 11_maj 8_7 , 1_maj ,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Daddy's Home,,,,,,,,,,
 1_maj 10_min7 , 3_min7 8_7 , 1_maj 2_maj , 1_maj . 3_min7 8_7 ,,,,,,,
 1_maj7 10_min7 , 3_min7 8_7 , x4,,,,,,,,
 1_maj7 10_min7 , 3_min7 8_7 , x3,,,,,,,,
 1_maj 2_maj , 1_7 ,,,,,,,,,
 6_maj 8_7 , 1_maj7 , x2,,,,,,,,
 6_maj 8_7 , 1_maj7 1_maj/7 10_min . ,,,,,,,,,
 3_7 3_7/b7 3_7/13 3_7/5 , 8_7 8_7/b7 8_7/13 8_7/5 ,,,,,,,,,
 1_maj7 10_min7 , 3_min7 8_7 , x3,,,,,,,,
 1_maj7 10_min7 , 3_min7 . 8_9 8_7(b9) , &pause ,,,,,,,,
 1_maj7 ,,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Detroit City,,,,,,,,,,
 1_1 , 2_1 , 3_1 , 2_1 , 1_maj , 1_maj ,,,,,
 1_maj , 1_7 , 6_maj , 6_maj ,,,,,,,
 1_maj , 8_maj , 1_maj , 1_maj ,,,,,,,
 1_maj , 8_maj , 1_maj , 1_maj ,,,,,,,
 8_maj , 8_maj , 1_maj , 1_7 ,,,,,,,
 6_maj , 6_maj , 1_maj , 1_maj ,,,,,,,
 3_maj , 3_maj , 8_maj , 8_maj ,,,,,,,
 1_maj , 1_7 , 6_maj , 6_maj ,,,,,,,
 1_maj , 8_maj ,,,,,,,,,
 1_1 , 2_1 , 3_1 , 2_1 ,,,,,,,
 8_maj , 8_maj ,,,,,,,,,
 8_maj , 3_maj , 8_maj , 8_maj ,,,,,,,
 3_maj , 3_maj , 8_maj , 8_maj ,,,,,,,
 1_maj , 1_maj , 8_maj , 8_maj ,,,,,,,
 10_maj , 10_maj , 3_maj , 3_maj ,,,,,,,
 8_maj , 3_maj , 8_maj , 8_maj ,,,,,,,
 3_maj , 3_maj , 8_maj , 8_maj ,,,,,,,
 1_maj , 1_maj , 8_maj , 8_maj ,,,,,,,
 10_maj , 10_maj , 3_maj , 3_maj ,,,,,,,
 8_maj , 8_maj , 1_maj , 1_maj ,,,,,,,
 8_maj , 3_maj , 3_1 , 2_1 , 1_maj ,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Do You Want To Know A Secret,,,,,,,,,,
 1_min , 3_hdim7 1_min , 1_min , 1_min , 6_maj 8_maj , 8_13 ,,,,,
 1_maj . 5_min 4_min , 3_min 8_7 , 1_maj . 5_min 4_min , 3_min 8_7 ,,,,,,,
 1_maj . 5_min 4_min , 3_min 8_7(b9)/b9 ,,,,,,,,,
 1_maj . 5_min 4_min , 3_min 8_7 , 1_maj . 5_min 4_min , 3_min 8_7 ,,,,,,,
 6_maj , 8_maj ,,,,,,,,,
 10_min , 6_maj 8_maj ,,,,,,,,,
 1_maj . 5_min 4_min , 3_min 8_7 , 1_maj . 5_min 4_min , 3_min 8_7 ,,,,,,,
 1_maj . 5_min 4_min , 3_min 8_7(b9)/b9 ,,,,,,,,,
 1_maj . 5_min 4_min , 3_min 8_7 , 1_maj . 5_min 4_min , 3_min 8_7 ,,,,,,,
 6_maj , 8_maj ,,,,,,,,,
 10_min , 6_maj 8_maj ,,,,,,,,,
 6_maj 3_min , 10_min 8_min , 6_maj 3_min , 10_min 8_min ,,,,,,,
 3_min , 8_7 ,,,,,,,,,
 1_maj . 5_min 4_min , 3_min 8_7 , 1_maj . 5_min 4_min , 3_min 8_7 ,,,,,,,
 1_maj . 5_min 4_min , 3_min 8_7(b9)/b9 ,,,,,,,,,
 1_maj . 5_min 4_min , 3_min 8_7 , 1_maj . 5_min 4_min , 3_min 8_7 ,,,,,,,
 6_maj , 8_maj ,,,,,,,,,
 10_min , 6_maj 8_maj ,,,,,,,,,
 10_min , 6_maj 8_maj ,,,,,,,,,
 10_min , 6_maj 8_maj ,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Don't Talk To Strangers,,,,,,,,,,
 (2/4) 4_min ,,,,,,,,,,
" 10_1 10_sus4(b7,9) 10_min7 . "," 5_min7 8_sus4(b7,9) "," 10_1 10_sus4(b7,9) 10_min7 . "," 5_min7 8_sus4(b7,9) ",,,,,,,
" 10_1 10_sus4(b7,9) 10_min7 . "," 5_min7 8_sus4(b7,9) "," 10_1 10_sus4(b7,9) 10_min7 . "," 5_min7 8_sus4(b7,9) ",,,,,,,
" 10_1 10_sus4(b7,9) 10_min7 . "," 5_min7 8_sus4(b7,9) "," 10_1 10_sus4(b7,9) 10_min7 . "," 5_min7 8_sus4(b7,9) ",,,,,,,
 (2/4) N ,,,,,,,,,,
" 10_1 10_sus4(b7,9) 10_min7 . "," 5_min7 8_sus4(b7,9) "," 10_1 10_sus4(b7,9) 10_min7 . "," 5_min7 8_sus4(b7,9) ",,,,,,,
" 10_1 10_sus4(b7,9) 10_min7 . ", (2/4) 5_min7 ," 8_sus4(b7,9) "," 8_sus4(b7,9) ",,,,,,,
 1_1 8_maj/11 1_maj . , 10_min9 . 10_min7 8_maj6 , 1_1 8_maj/11 1_maj . , 10_min9 . 10_min7 8_maj6 ,,,,,,,
 6_5 8_maj/b7 6_maj9 . , 8_maj/b7 . 6_maj9 8_maj6 , 10_5 10_sus4(b7) 10_min7 . , 10_sus4(b7) . 10_min7 8_maj6 ,,,,,,,
 6_5 8_maj/b7 6_maj9 . , 8_maj/b7 . 6_maj9 8_maj6 ,,,,,,,,,
" 10_sus4(b7,9) "," 10_sus4(b7,9) ",,,,,,,,,
" 10_1 10_sus4(b7,9) 10_min7 . "," 5_min7 8_sus4(b7,9) "," 10_1 10_sus4(b7,9) 10_min7 . "," 5_min7 8_sus4(b7,9) ",,,,,,,
" 10_1 10_sus4(b7,9) 10_min7 . "," 5_min7 8_sus4(b7,9) "," 8_sus4(b7,9) "," 8_sus4(b7,9) 5_min7 . . ",,,,,,,
 (2/4) N ,,,,,,,,,,
" 10_1 10_sus4(b7,9) 10_min7 . "," 5_min7 8_sus4(b7,9) "," 10_1 10_sus4(b7,9) 10_min7 . "," 5_min7 8_sus4(b7,9) ",,,,,,,
" 10_1 10_sus4(b7,9) 10_min7 . ", (2/4) 5_min7 ," 8_sus4(b7,9) "," 8_sus4(b7,9) ",,,,,,,
 1_1 8_maj/11 1_maj . , 10_min9 . 10_min7 8_maj6 , 1_1 8_maj/11 1_maj . , 10_min9 . 10_min7 8_maj6 ,,,,,,,
 6_5 8_maj/b7 6_maj9 . , 8_maj/b7 . 6_maj9 8_maj6 , 10_5 10_sus4(b7) 10_min7 . , 10_sus4(b7) . 10_min7 8_maj6 ,,,,,,,
 6_5 8_maj/b7 6_maj9 . , 8_maj/b7 . 6_maj9 8_maj6 ,,,,,,,,,
" 10_sus4(b7,9) "," 10_sus4(b7,9) ",,,,,,,,,
 8_maj 8_maj/b7 , 1_maj(9)/3 , 8_maj 8_maj/b7 , 1_maj(9)/3 ,,,,,,,
 8_maj 8_maj/b7 , 1_maj(9)/3 . 6_maj 8_maj ,,,,,,,,,
 1_1 8_maj/11 1_maj . , 10_min9 . 10_min7 8_maj6 , 1_1 8_maj/11 1_maj . , 10_min9 . 10_min7 8_maj6 ,,,,,,,
 6_5 8_maj/b7 6_maj9 . , 8_maj/b7 . 6_maj9 8_maj6 , 10_5 10_sus4(b7) 10_min7 . , 10_sus4(b7) . 10_min7 8_maj6 ,,,,,,,
